x,y,scale,laplacian
514.1349997,250.1116295,1.827610174,0
651.9684499,250.5966573,1.829686779,0
770.685744,250.0303341,1.902485231,0
789.255903,249.471091,2.061314507,0
609.1893894,252.0208257,2.045426369,1
758.3081293,251.9983249,2.226734509,1
459.5389084,253.4736281,1.893477566,0
669.4905415,253.1781359,2.092880066,0
692.3598537,254.5046458,1.97903349,1
700.3592018,253.8571877,1.888570322,1
282.0232601,257.869658,2.016985906,0
314.4805767,257.8395719,2.178753188,0
674.1770193,258.0995953,1.782925543,1
751.5235069,260.8020009,2.162298384,0
928.2933355,259.8961964,1.715187377,1
549.9786556,262.0835168,2.004779208,1
764.1311601,262.7777927,2.05468908,0
432.3527368,264.1631019,2.078718402,1
594.7206392,264.3162412,2.01720896,0
740.2988653,263.869495,1.919110764,0
915.969515,263.9985142,2.135316104,1
569.7973234,266.8155982,2.036240542,0
605.7536845,265.192078,1.98696527,0
624.7539205,266.7523367,2.136768671,1
859.8899982,265.5343977,2.230544144,1
25.83419398,270.7372764,2.134689233,0
771.5452581,270.1037563,2.029422008,1
880.8846831,270.6028854,2.186594587,0
524.1401371,272.6232556,1.726527347,0
797.6614392,272.0949072,2.220896002,1
977.9645858,273.4044726,2.049579208,1
765.3206334,275.9827195,2.23885524,0
843.6110272,276.4850098,1.931748535,1
875.5979888,275.9097593,1.813465893,1
930.2231611,275.0944197,2.103756828,1
400.8137393,277.8151017,2.117575342,1
523.6251761,280.1869246,1.689734736,1
889.9323404,279.4523723,2.065362162,1
702.5212365,282.2707369,2.307342732,1
710.7372838,281.7654186,1.973206226,1
732.0975645,281.8325438,2.289594635,1
362.7909654,283.0958531,1.795963956,0
685.6112877,283.9861943,1.685445451,1
760.7194384,283.183134,2.141506233,1
839.8556984,284.6131909,1.801067623,0
442.1486796,285.9946337,2.020852181,0
659.5281228,286.6100769,1.912374564,1
858.0335697,286.8403927,1.832351674,1
980.3285641,285.2963678,2.280555462,1
164.1038412,288.1372457,2.107398161,1
602.4774406,287.7169337,2.038460267,1
742.4902227,288.2750701,1.840900313,0
697.968397,289.8490537,2.049668723,0
436.0809799,291.5313342,2.127325311,1
571.899259,292.0388737,1.913356042,0
588.0755313,292.7708012,1.941362658,1
671.7908715,292.5202555,1.964334296,0
197.9433588,293.429245,1.945842356,1
395.7078501,293.7544446,2.108520225,0
450.1004723,293.6461213,1.982365309,0
662.7244951,293.7531708,2.049278636,0
840.1955329,293.9733161,2.011465145,0
876.568232,294.7720415,2.046376921,1
551.24709,295.6965886,2.173017579,0
742.4396851,295.7826723,1.952890857,0
762.3706105,296.7350891,1.940160125,1
832.3060532,295.8753481,1.731569102,0
850.0345053,295.5931298,1.817702246,0
845.510346,298.3229867,1.750268743,1
874.4922782,298.5186956,1.939180688,1
651.6531763,300.4580592,2.076028035,1
781.5528268,299.6775236,2.096128796,0
892.3828304,299.758391,1.87478582,1
243.9386236,302.1598343,2.343816258,1
456.3164214,301.5303449,2.149348975,0
723.4922631,302.9661212,1.872023311,0
551.9444393,304.4297024,1.806000399,0
734.1189453,303.4867876,2.165311947,1
774.1923294,303.2309019,2.129522825,1
198.399513,306.1767679,2.055808405,1
785.660544,305.397379,2.048971559,1
397.156249,307.0483595,1.932630663,0
497.7683827,308.6303225,1.990422822,1
521.800335,308.0760714,2.104075471,1
673.1080735,308.7260391,2.021857715,0
755.6229165,308.0305504,1.933004314,0
76.70309583,311.8966226,2.123232161,1
338.2874966,311.0782542,1.971215016,1
647.8133791,312.1500949,2.178049275,0
744.1115026,311.404813,1.939712195,0
773.8848615,311.4142998,1.724594363,1
815.7627997,312.547196,2.06819727,1
357.1828149,314.1470062,2.141233067,1
453.9899116,314.0642713,2.043934075,1
553.4535667,313.8287414,2.000948513,0
541.7839199,315.8456955,2.041321514,0
709.8407476,315.802002,1.927979024,0
951.7786002,316.663791,2.02385323,0
184.2046422,318.0246801,2.390750232,0
397.9154866,317.9068098,2.187908283,0
406.3518653,318.1115646,1.90585072,1
613.7228393,317.4013976,2.097815799,0
811.6302975,318.3630426,2.035813959,0
665.4210601,319.7575962,1.977081518,0
725.5330847,319.9544855,1.797611539,0
84.31660059,321.6814423,1.747012255,0
466.5054875,322.7014328,1.957820915,0
533.8066773,322.2917284,2.143256648,1
705.181715,322.4553697,2.01981829,1
327.5683136,323.3357847,2.121309731,1
512.421887,324.635189,1.737372332,1
775.2322405,324.7353153,2.039002396,1
788.1888955,324.9041598,2.069498324,1
25.49257661,325.6099986,1.975204256,0
74.08284377,326.4287199,2.186487708,0
589.535951,325.4605197,2.10023371,1
398.8345109,328.0207103,2.05287255,0
459.5781388,328.061879,2.132117737,1
439.6347228,330.2450749,2.128783156,1
680.1680037,329.3261394,2.095932988,1
847.9540526,330.2812632,2.138675291,1
427.8440417,331.3916203,2.116531959,1
947.7202188,332.2039579,2.329127201,1
406.2721168,333.5622693,2.148279702,1
465.6742189,333.4562371,2.313778658,0
905.8084135,333.3750002,1.859529401,0
14.72931662,335.5071247,2.052962926,1
198.2068978,336.9189722,2.14102092,1
517.3927825,336.4770039,1.941180178,1
666.7642102,336.2875494,2.106076587,0
260.4325238,337.4358434,2.063783893,1
624.2954037,338.0684009,2.178279807,0
843.0639611,337.4611146,2.206892707,0
958.3840313,337.5479521,1.877339402,1
968.07673,337.6388778,2.11245588,1
329.3537614,339.8554934,2.034804493,1
340.4918441,339.4232937,2.047975037,1
601.5341801,340.5963284,1.867751077,0
649.8727245,339.1690672,2.303350065,0
862.8856285,339.5524446,1.924971024,1
869.8796188,340.4216542,2.2105145,0
879.1600093,340.2585576,1.979886617,1
281.6235007,341.6210856,1.905488622,0
573.7601343,342.2189571,2.235830275,0
629.7236097,342.7113139,1.87535072,1
701.8681345,342.3012797,1.848622837,0
766.0182745,341.7937992,2.070721792,1
52.47161144,343.6806542,2.227964855,0
429.3405199,343.3627122,2.052251698,1
613.866298,344.5634576,1.697123237,0
776.135193,344.1154145,1.741324794,1
818.1446563,344.844092,1.91673399,1
894.0822271,343.3859991,1.940781322,1
962.268707,344.099631,1.948227343,0
539.9123494,345.3162966,2.022842127,0
765.946481,345.256436,2.121458639,1
848.1709458,345.5315535,2.231901773,1
921.2873573,346.0844617,1.863089113,0
286.3454186,348.7274549,1.957338155,1
472.2962606,347.5048369,2.286733221,0
737.5602246,347.3847091,2.283000229,1
359.9270229,349.9047612,2.31314314,1
464.1651964,349.8142926,2.06866765,1
490.3359768,349.6570501,1.698161398,0
662.2396083,349.6787202,2.054440809,1
514.2070811,352.1342985,2.334619368,1
591.8730541,351.1607889,2.248299508,1
681.3520445,352.5507401,1.737196807,1
727.5473883,352.3774453,2.03614202,0
870.3290192,352.8567688,2.196731701,0
135.8559567,354.3349287,2.143591604,1
312.4937787,353.9728544,2.107296016,1
235.3560735,355.5148461,2.178137336,0
784.0557353,357.4987621,2.101559815,0
361.5493271,359.5873914,1.981154519,1
767.1948039,359.7842108,2.084327213,1
850.008778,360.2771707,2.011032679,1
344.2626958,361.7783647,1.973370651,1
477.472971,362.7804071,2.094959745,1
928.0028912,361.8977656,2.212297992,0
668.7432254,364.3123813,2.201497397,1
773.1385069,364.3711748,2.068811622,0
254.9571478,366.0998721,1.929377521,0
285.8018664,366.926095,2.21251452,1
632.7534155,366.019184,2.012952974,1
960.5432438,365.6993377,1.916792388,1
708.7028864,367.2936596,2.129975098,1
491.156853,370.5190114,2.039559259,1
538.5195319,369.7854901,2.364813539,0
552.6237478,370.1573772,2.220277327,0
598.5633035,369.9162765,2.081504893,0
691.1868084,369.4857583,2.116836627,1
788.6597427,369.9257344,2.045654183,0
930.7236599,369.989473,2.117271603,1
344.7461263,372.6797544,2.105957972,1
635.1423959,371.7146591,1.82934048,0
750.6428119,371.1861623,1.966824054,0
307.5089873,373.1763397,2.06622382,0
86.58255677,375.5758793,2.003409143,1
261.672459,375.3381157,1.996419348,1
410.5676509,375.6354128,1.852937246,1
477.9225105,376.4133262,1.951746972,1
595.9791803,376.5014529,2.102818254,1
643.9685167,376.5799018,2.092915286,0
929.856296,377.911891,2.011842128,0
371.1478511,380.6320562,2.290915996,0
794.6315693,380.829056,1.9451382,0
448.3946669,382.5703499,2.011236216,0
233.9003831,384.4911953,2.236017627,1
333.3477893,383.4505948,2.030916995,1
860.3976033,385.7709547,2.084823496,0
872.3908702,386.7286195,2.253728657,0
897.7153776,385.7014262,2.216509294,1
338.5452865,388.3882815,2.302515711,0
351.3832695,388.3812783,1.743768116,0
403.7593527,387.9647009,2.256487144,1
841.8845054,387.6049756,1.980401698,0
153.6240493,389.7724011,1.901722409,0
477.950467,391.6854441,2.049823044,1
864.7196296,391.6679589,1.688650785,1
890.4174203,392.0867377,1.851674524,1
963.6871079,392.2724297,1.839300652,1
988.1743826,392.366594,1.880867348,0
62.27425011,394.3862032,1.970068763,1
914.6265864,394.9846527,2.10571436,1
15.51978281,396.9894539,2.041902416,1
205.7018627,395.2356496,2.073957314,1
215.2986515,395.2133232,2.113498742,1
235.578681,397.2139695,2.070140479,1
296.1799315,397.890938,2.340286566,0
457.0296176,398.0804477,1.947174278,1
466.2228458,398.0731107,2.061159321,0
108.1252029,400.5408165,1.986001774,1
830.6560669,400.0544391,2.193772374,0
450.2916845,402.2883087,2.135798023,0
612.464351,402.8521244,2.285770394,0
890.6923191,402.5726436,1.980837213,0
297.9050624,404.0747142,1.767820206,1
653.6071616,403.8960285,2.058310304,0
216.0978671,406.6885378,2.269731899,1
305.4541277,405.7606693,1.951039424,0
680.5094134,405.8846171,2.073749418,0
928.5054647,405.8091707,2.073449887,1
123.6797671,407.4823736,2.308536195,0
206.5481487,408.3197753,2.17164663,1
468.0808719,407.9110807,1.916882786,0
603.7471769,407.6628762,2.005074448,0
833.3000672,407.7473692,2.341717311,1
80.5773,412.3774495,2.00313205,0
47.5981892,414.9400604,1.607975611,1
808.2388897,413.9136255,1.867154317,1
142.5083646,415.9986415,2.033906068,0
277.9810022,415.9054419,2.016413018,1
501.5645048,415.4256461,2.055388919,0
895.8627895,415.0923359,2.10861581,0
401.9731675,418.4903114,1.949554821,1
877.4459373,420.3233345,1.95904966,0
114.1257346,421.9796544,1.676365799,0
470.0481964,422.8478053,2.094075914,1
125.8566821,424.2641904,2.000112256,0
432.4440914,423.4354688,2.302076607,1
805.2341616,426.1219484,2.391732514,1
132.8801484,427.6557421,2.096832555,1
404.0953893,428.5351779,1.926684249,1
89.42059639,429.3903108,2.064766269,1
483.769208,429.4956109,2.004278572,1
557.3441569,430.0693545,2.150292804,1
827.9664589,430.4755128,1.989072224,1
143.4660965,431.343855,2.048086414,1
472.1192409,432.6609721,2.159534545,1
926.2864498,431.8109974,2.048244573,0
966.2079245,432.0685908,1.855735294,1
950.3565568,433.7757281,2.126328426,1
984.403399,433.6926815,2.047137148,1
448.4674972,436.8640865,2.034563104,1
625.5001062,436.3484128,2.02021472,1
822.5688092,436.329025,1.95827673,0
970.5217541,436.8095439,1.715333306,0
248.520249,437.8006378,2.185121164,1
604.616453,437.5255991,1.925743944,0
508.0037072,439.7360239,2.035119947,0
29.45715954,442.1914743,2.158434228,0
841.9587882,442.0497231,2.192816698,0
982.4213557,442.5921369,1.935880628,1
239.6216201,443.1875044,2.028407427,1
274.1595501,443.9168192,1.968217261,1
619.896077,444.1876946,2.35734091,0
651.7798219,444.121116,1.728371179,0
830.2088459,443.7986067,2.117363437,0
878.3347517,444.7713886,1.996022251,0
310.5174058,446.0335236,2.326005655,1
949.6316684,446.8411698,2.047151784,1
23.54674774,448.3193468,2.145983348,1
36.49045287,447.427495,2.177971969,1
154.0030255,447.6172138,2.106461128,0
244.1777405,448.498888,1.8274294,1
419.205406,447.5937071,2.048027908,0
928.0043194,447.776343,2.11063239,1
426.4052403,450.6253417,2.068232935,1
447.761128,449.8304278,2.20018147,1
219.9487395,454.7434467,2.207844312,1
238.6750506,454.4463419,1.863247892,1
260.9655398,454.3808351,1.944859547,1
498.544396,454.4292459,1.980517649,1
848.5831741,453.8017023,2.063367512,0
93.68847155,456.474493,1.877468329,1
137.1972907,455.5982003,2.02966789,1
908.6551246,456.5590885,2.036888164,1
129.129368,457.4694061,1.882740477,0
155.5233724,457.9831653,1.843703281,1
233.5664763,458.6049963,1.970764992,0
792.1390323,458.5364288,1.935773085,1
309.6742113,459.9974624,1.995328784,1
890.735589,459.8278468,1.727158478,1
944.3041189,460.0165228,1.840558481,1
936.5339441,461.8247389,2.238193504,1
131.0718084,464.4298423,1.975475602,1
885.224026,463.9661774,1.985439,0
917.5784686,463.9865544,1.892666327,0
462.5497497,466.3415184,1.952538446,1
805.6531205,465.9826307,2.230248835,0
787.8701885,467.1417179,1.856827758,1
828.050201,468.9493153,2.118681701,1
841.6585101,467.9733695,1.998198783,1
23.92249713,469.8282558,1.997798778,1
44.19209234,470.1738632,2.106769788,1
310.7107238,469.5346899,2.157699908,1
431.2104236,469.6460404,2.291763166,1
209.8871544,472.5337601,1.867890663,0
217.8058213,472.0337536,2.094281152,1
227.9943091,472.5993733,2.018077832,1
323.0941975,471.8779526,1.857778196,1
416.5368403,471.969817,1.955082535,1
904.5244447,472.3523705,2.113032886,1
107.6582832,473.4137567,1.985044774,1
247.2931794,473.4584284,1.653152826,0
302.6217282,473.5191207,2.192558412,0
664.2295598,476.2162689,2.338964787,0
918.1893109,476.0666999,2.017652365,0
373.3558541,478.4174905,2.161123588,0
489.7819448,477.3224345,1.79549195,1
498.947953,478.621222,2.015076004,0
881.9790309,478.4973007,2.104805057,0
937.647859,478.0117251,1.860062786,0
182.9145268,480.6408977,2.108594839,0
219.8661169,480.3480947,2.258048174,0
261.4445713,480.4031442,2.369438247,0
303.6598236,482.2211834,2.132054184,1
422.6737542,482.2743773,2.031770942,1
909.4013267,482.0348616,2.003526236,0
367.1320239,484.031886,1.919713261,1
437.4987217,484.0850713,2.298516857,0
811.6540457,484.1524287,2.005384541,1
825.9976908,484.2652762,2.175477312,1
859.458893,483.1381355,1.913750407,1
253.8677607,485.8011252,2.260293169,1
462.0388872,486.0412925,1.985706918,0
619.8361033,485.2563051,1.962531104,1
915.6285589,485.9423442,2.121832682,1
831.6059316,488.6522439,1.957699002,1
650.8157656,490.0770485,2.155051017,0
865.025043,490.8995667,1.83364281,1
928.0104618,490.1152562,1.822597759,0
107.9579047,491.8335895,1.69382422,0
203.5825725,492.3920596,2.122064429,0
285.342802,492.0247761,2.044208986,1
432.3391706,492.2358072,1.896789526,1
633.8386984,491.7444114,1.990369676,0
843.8568601,491.3738522,2.02417018,0
600.7006839,494.1966649,1.725188841,1
773.8455676,494.2139345,2.110818054,0
249.9029227,495.9945996,2.079694445,1
361.6235932,496.6091559,2.121299079,1
558.2664697,496.754763,1.847686546,1
787.2483107,495.6978733,1.917916934,0
859.9640075,495.6800011,1.994419945,0
870.744387,496.1869407,1.993242752,1
113.6981942,497.8886886,1.927880885,1
386.1992624,498.0537246,2.087785774,1
428.5185264,498.3506636,1.713795032,1
780.6108012,498.7062325,2.168845404,1
893.9914159,498.1376815,2.021111758,1
924.0460192,498.8242056,2.182157638,1
984.7496398,497.1834795,2.035900226,1
197.4868817,500.4859271,2.26455448,0
318.4293807,500.7047932,1.959723296,0
131.9599861,501.8794098,1.985082128,0
843.6546348,502.1736201,2.014789696,1
97.94814639,503.4955725,1.913327626,1
251.8772288,503.8001015,2.051649829,0
343.8203801,504.3176118,2.013089613,1
376.3904501,504.3951164,2.337195013,0
794.2252029,503.6284387,1.822486914,0
918.0141838,503.4815673,1.668002193,0
935.9486365,503.8109691,2.038063194,0
955.3939182,504.1858346,1.940736533,1
75.98840402,505.9735156,2.016830736,1
549.9827088,505.8500443,2.098345502,1
800.1849408,505.7638847,1.655857564,1
325.9739778,507.5358066,2.265494395,0
260.2273494,509.2545812,2.086852393,1
360.0967346,509.8064181,1.915751332,1
978.0081794,510.6475719,1.885579361,1
55.55211098,511.8173731,2.138103554,0
201.3657126,511.8041202,2.254595541,0
596.7892427,511.2750475,2.218596149,0
304.5692782,514.0204832,2.204301742,0
605.733489,514.8643604,2.084717676,1
891.3593356,514.71973,2.033078907,1
908.6283593,514.2605481,1.893505686,0
59.60319402,515.6085091,1.833609379,1
141.8631487,516.1497801,2.00648189,0
340.4651974,515.6871888,2.023335943,1
531.9716834,515.7620567,2.006973918,1
562.0389891,515.6570176,2.065603593,1
878.1522765,515.1682948,2.213866988,1
304.0659815,517.978662,2.061763369,0
467.0106949,517.4043834,1.911502407,1
549.5305631,518.1499289,1.720924814,1
787.8867135,517.5831065,2.067349227,0
272.0250629,521.5147758,1.984880453,0
555.8063183,521.4393794,2.152653649,0
670.4424381,521.4400118,1.956931817,0
545.3592322,523.8595561,2.01183896,0
843.3936222,524.8833934,2.208111221,0
362.5190547,525.1179677,2.109067913,1
420.7251969,526.3002897,2.136962784,1
781.8254118,526.8377137,2.006665898,0
223.443578,528.5872593,1.795393958,1
649.3864927,527.4156985,1.979000958,1
283.0658792,530.4749262,1.954724897,0
533.6145877,530.4053592,1.948002266,1
599.7606728,530.041426,2.252893607,1
